# Data associated with arXiv:2110.09653
# 
# Scale-free P^2(r) of a einasto0-20 dark matter distribution (see Eq. 9 and the surrounding discussion)
# 
# Published: 3/29/22, Jack Runburg, contact: runburg@hawaii.edu
# 
# 
# -----------------------------------------------------------------
# 
# 		 tilde r 		 | 		 P2 s-wave 		 | 		 P2 p-wave 		 | 		 P2 d-wave 		 | 		 P2 sommerfeld 
# 
# -----------------------------------------------------------------
1.000000000000000082e-05	6.565996913733051717e+07	2.043355095366564579e+06	1.776367974703505635e+06	7.811632876095754623e+09
1.016902569856036418e-05	6.522048896017859876e+07	2.036503321091689868e+06	1.770590625388725661e+06	7.681876363206755638e+09
1.034090836579813217e-05	6.478248942999315262e+07	2.029651584658894688e+06	1.764813337195092579e+06	7.554028720985386848e+09
1.051569629182590727e-05	6.434597541869320720e+07	2.022799961910340702e+06	1.759036175231111702e+06	7.428075166646697998e+09
1.069343858298338107e-05	6.391095174767391384e+07	2.015948529513092013e+06	1.753259204847769579e+06	7.303844379617336273e+09
1.087418517563349352e-05	6.347742318742331117e+07	2.009097365449240431e+06	1.747482491663385415e+06	7.181554305208504677e+09
1.105798685019213608e-05	6.304539445714201033e+07	2.002246545432474930e+06	1.741706101373430341e+06	7.061027959188000679e+09
1.124489524539464294e-05	6.261487022436527163e+07	1.995396148055342725e+06	1.735930100020491285e+06	6.942424038619874001e+09
1.143496287280373749e-05	6.218585510458869487e+07	1.988546251931330888e+06	1.730154553841838613e+06	6.825793911839220047e+09
1.162824313156251011e-05	6.175835366089498997e+07	1.981696932897802442e+06	1.724379529118992621e+06	6.710802990670616150e+09
1.182479032339672186e-05	6.133237040358618647e+07	1.974848269756152062e+06	1.718605092481195927e+06	6.597611995337696075e+09
1.202465966787094358e-05	6.090790978981498629e+07	1.968000340802885359e+06	1.712831310719542205e+06	6.486108083414402962e+09
1.222790731790219642e-05	6.048497622322315723e+07	1.961153225343452534e+06	1.707058250866561895e+06	6.376359917594100952e+09
1.243459037553620304e-05	6.006357405357927084e+07	1.954307002263456583e+06	1.701285980117574567e+06	6.268491461651041985e+09
1.264476690798990365e-05	5.964370757642265409e+07	1.947461749112236081e+06	1.695514565778717399e+06	6.162132198112252235e+09
1.285849596396550032e-05	5.922538103270746768e+07	1.940617546460186830e+06	1.689744075501725543e+06	6.057452955038533211e+09
1.307583759024001738e-05	5.880859860845249146e+07	1.933774473198471591e+06	1.683974577027346473e+06	5.954376470837705612e+09
1.329685284853523648e-05	5.839336443439221382e+07	1.926932608655230375e+06	1.678206138298165984e+06	5.852909487374496460e+09
1.352160383267306994e-05	5.797968258563239127e+07	1.920092032711242326e+06	1.672438827463388676e+06	5.753202947455607414e+09
1.375015368602047702e-05	5.756755708130843192e+07	1.913252825383417541e+06	1.666672712854450336e+06	5.654911152727037430e+09
1.398256661922970337e-05	5.715699188424699754e+07	1.906415068261662731e+06	1.660907863062891876e+06	5.558190017702617645e+09
1.421890792827791775e-05	5.674799090063153952e+07	1.899578839740909170e+06	1.655144346673916327e+06	5.462943349875636101e+09
1.445924401281218556e-05	5.634055797967094183e+07	1.892744220835302491e+06	1.649382232586766127e+06	5.369206764219662666e+09
1.470364239480425140e-05	5.593469691327145696e+07	1.885911294161009369e+06	1.643621589958076132e+06	5.277115613413659096e+09
1.495217173752060936e-05	5.553041143571358174e+07	1.879080137814688263e+06	1.637862487856215099e+06	5.186327024202864647e+09
1.520490186481353606e-05	5.512770522332999110e+07	1.872250836149240145e+06	1.632104995864422992e+06	5.097003516991733551e+09
1.546190378073772831e-05	5.472658189419059455e+07	1.865423468575416133e+06	1.626349183448950527e+06	5.009073599696895599e+09
1.572324968949899453e-05	5.432704500778783113e+07	1.858598116979208076e+06	1.620595120374902384e+06	4.922555555252230644e+09
1.598901301573965207e-05	5.392909806472880393e+07	1.851774863510808442e+06	1.614842876579725649e+06	4.837528900679852486e+09
1.625926842516730133e-05	5.353274450642951578e+07	1.844953789209822658e+06	1.609092522092616884e+06	4.753734379057527542e+09
1.653409184553174079e-05	5.313798771481289715e+07	1.838134978810465895e+06	1.603344127308087423e+06	4.671308985947358131e+09
1.681356048795696318e-05	5.274483101201248914e+07	1.831318510681149550e+06	1.597597762405481422e+06	4.590162177357004166e+09
1.709775286863338809e-05	5.235327766007831693e+07	1.824504468820842914e+06	1.591853498036698904e+06	4.510358455757141113e+09
1.738674883087671066e-05	5.196333086068777740e+07	1.817692937654403038e+06	1.586111405026514316e+06	4.431916179466236115e+09
1.768062956756000055e-05	5.157499375486075133e+07	1.810883997507073451e+06	1.580371554105960298e+06	4.354627061146392822e+09
1.797947764392438726e-05	5.118826942267871648e+07	1.804077732956725638e+06	1.574634016396113206e+06	4.278602592363489628e+09
1.828337702077590442e-05	5.080316088300702721e+07	1.797274225785950432e+06	1.568898862994678319e+06	4.203775693252186775e+09
1.859241307807381921e-05	5.041967109322477877e+07	1.790473560750367120e+06	1.563166165312229423e+06	4.130220824268301487e+09
1.890667263891824960e-05	5.003780294895419478e+07	1.783675820099679288e+06	1.557435994747383753e+06	4.057878305805356503e+09
1.922624399394281931e-05	4.965755928379904479e+07	1.776881086182875792e+06	1.551708422837042715e+06	3.986629412475368500e+09
1.955121692611963820e-05	4.927894286908454448e+07	1.770089446949549951e+06	1.545983521586350631e+06	3.916561841105895042e+09
